Период,"Выработанная энергия, кВт*ч","Температура, °C","Скорость ветра, м/с","Осадки, мм","Облачность, %","Давление, гПа","Точка росы, °C","Инсоляция, МДж/м²"
2017-12,33349,-13.751612903225807,6.422580645161289,0.3290322580645161,45.0,1037.3548387096776,-17.916129032258063,223.38920337475497
2018-01,24469,-22.17741935483871,6.0129032258064505,0.12258064516129033,40.25806451612903,1040.616129032258,-25.56451612903226,269.18798951473525
2018-02,307406,-13.05,5.632142857142857,0.22142857142857145,63.25,1033.4285714285713,-17.03214285714286,389.544024438287
2018-03,469006,-2.72741935483871,8.993548387096773,2.4387096774193546,70.90322580645162,1018.4645161290322,-7.758064516129031,684.830411645134
2018-04,429173,3.6316666666666664,10.916666666666666,1.6500000000000001,68.36666666666666,1020.4066666666664,-4.656666666666665,937.1308086501093
2018-06,835135,17.598333333333336,11.99,0.7566666666666667,43.5,1009.7199999999998,8.006666666666666,1245.3153358049021
2018-07,687858,17.151612903225807,10.719354838709673,2.9387096774193546,63.16129032258065,1007.541935483871,10.580645161290324,1236.2334626447969
2018-08,670823,16.250000000000004,8.712903225806452,1.3935483870967742,59.32258064516129,1010.8548387096776,10.354838709677422,1048.8740166950674
2018-09,578439,8.555,7.906666666666666,2.02,52.53333333333333,1021.3266666666667,2.513333333333333,754.9963891057951
2018-10,515528,3.6435483870967746,8.151612903225805,1.3516129032258066,58.0,1023.5516129032258,-3.8580645161290326,505.12816403992474
2018-11,49332,-7.778333333333334,7.34,1.3866666666666665,76.8,1028.3833333333332,-14.853333333333333,294.7671397923198
2018-12,151494,-21.320967741935483,5.796774193548388,0.38387096774193546,46.25806451612903,1040.0064516129032,-25.1,223.38920337475497
2019-01,54392,-17.55483870967742,6.0774193548387085,0.2806451612903226,64.80645161290323,1034.6645161290323,-21.11935483870968,269.18798951473525
2019-02,56938,-14.689285714285715,6.032142857142858,0.41428571428571426,56.82142857142857,1030.2964285714286,-19.22142857142857,389.544024438287
2019-03,648819,-2.0548387096774197,7.6258064516129025,0.2096774193548387,47.83870967741935,1024.6580645161291,-9.480645161290322,684.830411645134
2019-04,601960,5.351666666666668,11.65333333333333,1.8733333333333333,56.4,1017.6,-3.9799999999999995,937.1308086501093
2019-05,616471,8.575806451612904,12.564516129032256,2.3612903225806448,58.806451612903224,1018.3838709677418,-1.7516129032258063,1188.80506252499
2019-06,587205,14.894999999999998,10.676666666666668,2.1700000000000004,64.33333333333333,1010.2066666666667,7.959999999999999,1245.3153358049021
2019-07,635500,17.279032258064515,9.85483870967742,2.177419354838709,69.51612903225806,1008.4483870967742,11.538709677419355,1236.2334626447969
2019-08,705426,16.914516129032254,8.399999999999999,2.861290322580645,55.29032258064516,1011.9645161290321,11.19677419354839,1048.8740166950674
2019-09,554584,11.04833333333333,8.47,1.8166666666666667,63.3,1016.7433333333333,5.036666666666667,754.9963891057951
2019-10,527309,4.016129032258063,8.209677419354838,1.0096774193548388,49.41935483870968,1023.7419354838709,-3.5774193548387103,505.12816403992474
2019-11,50945,-9.936666666666664,6.353333333333334,1.966666666666667,80.2,1031.7533333333333,-13.45,294.7671397923198
2019-12,14487,-13.85967741935484,5.7,0.7580645161290323,72.54838709677419,1030.6129032258063,-16.458064516129035,223.38920337475497
2020-01,64735,-14.819354838709678,6.364516129032258,0.503225806451613,68.58064516129032,1028.835483870968,-18.193548387096776,269.18798951473525
2020-02,292460,-10.081034482758623,6.462068965517242,0.9172413793103449,68.96551724137932,1028.4689655172413,-14.50344827586207,407.1427087322571
2020-03,636676,-4.935483870967742,7.296774193548386,0.7290322580645161,57.32258064516129,1027.1709677419356,-10.980645161290322,694.2463774475128
2020-04,795554,8.261666666666667,9.203333333333335,0.45333333333333337,40.53333333333333,1020.92,-1.566666666666667,945.5062908097511
2020-05,830006,12.977419354838712,10.474193548387099,1.3774193548387095,53.03225806451613,1017.5967741935483,4.019354838709678,1194.1903233229918
2020-06,691146,14.213333333333335,10.409999999999997,3.4133333333333336,68.36666666666666,1010.9866666666665,8.126666666666667,1246.018124753073
2020-07,700703,17.824193548387097,9.83548387096774,3.112903225806451,66.93548387096774,1008.8064516129032,12.038709677419357,1232.1476125116892
2020-08,668291,16.393548387096775,10.58064516129032,2.4838709677419355,54.96774193548387,1009.5677419354838,9.358064516129032,1041.0317303003421
2020-09,595440,9.334999999999999,9.003333333333334,1.7366666666666666,54.7,1018.2100000000003,2.63,745.8962120668303
2020-10,411189,2.333870967741935,8.741935483870968,1.6935483870967745,70.38709677419355,1026.3032258064516,-5.619354838709677,497.00220524920525
2020-11,337215,-4.541666666666667,6.726666666666666,0.4566666666666667,53.166666666666664,1031.7733333333333,-11.989999999999998,290.262046806281
2020-12,174409,-13.003225806451612,6.116129032258065,0.4838709677419355,59.193548387096776,1037.3870967741937,-19.700000000000006,222.83945724579542
2021-01,170331,-15.167741935483873,6.316129032258064,0.35161290322580646,62.38709677419355,1035.6,-20.554838709677423,269.18798951473525
2021-02,268494,-10.021428571428572,7.903571428571429,0.835714285714286,73.25,1025.6678571428572,-15.310714285714285,389.544024438287
2021-03,585808,-3.349999999999999,9.977419354838709,0.9129032258064516,62.903225806451616,1021.8483870967742,-13.029032258064516,684.830411645134
2021-04,777424,4.096666666666667,11.443333333333333,1.0633333333333335,49.1,1024.9966666666667,-7.550000000000001,937.1308086501093
2021-05,815465,10.770967741935483,11.029032258064515,3.4806451612903224,56.354838709677416,1017.0709677419354,2.754838709677419,1188.80506252499
2021-06,692802,14.110000000000001,10.293333333333333,2.4099999999999997,65.36666666666666,1011.3233333333335,7.353333333333334,1245.3153358049021
2021-07,743310,19.135483870967743,10.874193548387096,1.7387096774193542,56.193548387096776,1007.6645161290322,11.474193548387097,1236.2334626447969
2021-08,748368,16.769354838709678,10.6,1.3483870967741938,44.645161290322584,1011.8451612903226,8.516129032258062,1048.8740166950674
2021-09,581766,9.63,10.003333333333334,1.3166666666666667,57.266666666666666,1016.1366666666668,1.636666666666667,754.9963891057951
2021-10,472782,2.858064516129032,7.5935483870967735,1.429032258064516,59.064516129032256,1026.2193548387097,-5.077419354838709,505.12816403992474
2021-11,256764,-4.3566666666666665,8.373333333333333,1.05,73.03333333333333,1028.2833333333335,-13.669999999999998,294.7671397923198
2021-12,74525,-10.874193548387101,5.958064516129035,0.6677419354838711,67.64516129032258,1033.0322580645163,-16.083870967741937,223.38920337475497
2022-01,24711,-15.222580645161292,5.509677419354839,0.732258064516129,75.58064516129032,1031.116129032258,-18.145161290322584,269.18798951473525
2022-02,284065,-14.869642857142859,5.939285714285714,0.23214285714285715,54.035714285714285,1034.6107142857143,-19.310714285714287,389.544024438287
2022-03,564085,-6.862903225806453,8.164516129032258,1.032258064516129,78.51612903225806,1022.3838709677419,-11.59032258064516,684.830411645134
2022-04,713197,4.941666666666666,10.12,1.2433333333333334,53.7,1021.8833333333336,-5.700000000000001,937.1308086501093
2022-05,851823,14.506451612903223,11.290322580645164,1.161290322580645,58.25806451612903,1014.5032258064516,2.02258064516129,1188.80506252499
2022-06,733162,16.304999999999996,11.069999999999999,3.366666666666667,62.46666666666667,1008.9666666666668,9.07,1245.3153358049021
2022-07,735625,15.951612903225806,9.993548387096775,4.112903225806452,60.354838709677416,1008.5161290322582,10.516129032258064,1236.2334626447969
2022-08,780815,14.125806451612902,9.71290322580645,1.8838709677419352,52.12903225806452,1014.2903225806451,8.493548387096775,1048.8740166950674
2022-09,615542,11.211666666666668,9.033333333333335,1.62,55.166666666666664,1017.5066666666665,4.27,754.9963891057951
2022-10,554593,2.7080645161290318,8.28709677419355,0.8580645161290322,56.12903225806452,1026.9032258064517,-6.17741935483871,505.12816403992474
2022-11,155023,-9.416666666666666,7.160000000000001,1.9766666666666668,72.4,1027.8300000000002,-13.900000000000002,294.7671397923198
2022-12,40168,-19.90806451612903,5.138709677419354,1.0838709677419356,63.0,1040.1451612903224,-22.577419354838707,223.38920337475497
2023-01,67356,-15.314516129032258,6.600000000000001,0.8419354838709678,81.7741935483871,1034.2419354838707,-19.083870967741934,269.18798951473525
2023-02,98138,-11.767857142857142,5.710714285714286,0.7821428571428571,74.21428571428571,1030.792857142857,-15.799999999999999,389.544024438287
2023-03,673220,-2.4725806451612895,8.748387096774193,0.7548387096774194,58.45161290322581,1023.525806451613,-9.212903225806452,684.830411645134
2023-04,702918,0.04166666666666661,10.76666666666667,2.756666666666667,58.96666666666667,1022.4866666666665,-8.459999999999999,937.1308086501093
2023-05,734879,7.511290322580645,11.93548387096774,2.9806451612903224,55.87096774193548,1018.8677419354839,-0.13225806451612918,1188.80506252499
2023-06,788177,15.796666666666665,10.860000000000001,2.5533333333333332,51.666666666666664,1011.5466666666667,7.983333333333333,1245.3153358049021
2023-07,674812,17.987096774193546,9.812903225806453,2.464516129032259,53.774193548387096,1010.0612903225807,11.806451612903224,1236.2334626447969
2023-08,585598,16.62903225806452,8.580645161290322,3.1354838709677417,72.61290322580645,1010.6096774193547,11.822580645161292,1048.8740166950674
2023-09,488254,9.843333333333334,7.81,2.3233333333333333,74.46666666666667,1017.0766666666669,5.036666666666666,754.9963891057951
2023-10,411715,5.014516129032257,7.238709677419355,2.625806451612903,60.45161290322581,1021.2935483870966,-0.18064516129032254,505.12816403992474
2023-11,339230,-3.5216666666666665,7.223333333333334,0.6499999999999999,72.13333333333334,1028.3266666666666,-8.770000000000001,294.7671397923198
2023-12,205951,-13.40645161290323,7.732258064516128,0.6677419354838711,68.96774193548387,1032.651612903226,-17.687096774193552,223.38920337475497
2024-01,214568,-16.58548387096774,7.522580645161291,1.0580645161290323,62.806451612903224,1031.151612903226,-19.970967741935482,269.18798951473525
