Период,"Выработанная энергия, кВт*ч","Температура, °C","Скорость ветра, м/с","Осадки, мм","Облачность, %","Давление, гПа","Точка росы, °C","Инсоляция, МДж/м²"
2019-12,166888,-12.464516129032258,14.770967741935484,0.7516129032258064,70.7741935483871,1027.6645161290323,-16.677419354838708,201.25122013785463
2020-01,536659,-15.546774193548387,11.735483870967741,0.23870967741935478,37.58064516129032,1028.9096774193547,-19.80645161290322,246.43080492765012
2020-02,947235,-13.460344827586205,13.803448275862069,0.23448275862068965,48.89655172413793,1029.9827586206898,-17.327586206896555,385.4192193779807
2020-03,1957789,-3.6354838709677417,21.138709677419353,0.6451612903225806,59.38709677419355,1020.6129032258065,-10.183870967741935,673.8104582386768
2020-04,2438060,5.075000000000001,16.766666666666666,0.23666666666666666,38.96666666666667,1023.8366666666668,-4.663333333333333,932.1235768741739
2020-05,2356816,9.72741935483871,20.19677419354839,1.5935483870967744,62.225806451612904,1013.825806451613,1.5193548387096771,1187.9839548953103
2020-06,2532554,14.698333333333336,17.67,0.69,53.333333333333336,1006.6966666666667,8.806666666666667,1244.0318529174947
2020-07,2294904,18.60322580645161,17.209677419354836,2.6677419354838707,59.29032258064516,1005.4967741935484,13.074193548387095,1227.833312138464
2020-08,1711982,16.925806451612903,17.838709677419356,5.483870967741935,72.19354838709677,1006.7161290322582,13.480645161290322,1029.6538016421237
2020-09,1603390,11.101666666666665,17.886666666666667,3.416666666666667,54.6,1015.4366666666667,6.966666666666667,727.888326547885
2020-10,1141271,1.8870967741935478,18.55806451612903,1.070967741935484,57.16129032258065,1022.0322580645159,-5.241935483870968,474.40054169135084
2020-11,481707,-3.1400000000000006,16.416666666666664,0.95,70.83333333333333,1028.74,-8.876666666666665,268.10533022390894
2020-12,293711,-11.650000000000002,16.183870967741935,0.38064516129032255,67.96774193548387,1031.651612903226,-18.332258064516132,200.70801013002767
2021-01,321518,-17.81129032258064,18.154838709677417,0.8419354838709678,79.64516129032258,1031.2032258064517,-22.493548387096773,246.43080492765012
2021-02,1039440,-14.575000000000003,16.249999999999996,0.5785714285714285,66.46428571428571,1025.5857142857144,-19.135714285714283,368.55004361723803
2021-03,2120045,-3.4225806451612906,17.887096774193548,0.49677419354838714,48.774193548387096,1019.9999999999999,-11.654838709677422,664.235602240183
2021-04,2333799,2.3216666666666663,18.676666666666666,0.8466666666666666,53.266666666666666,1022.4699999999998,-6.013333333333333,923.500705006791
2021-05,2294192,6.445161290322579,20.887096774193555,2.0806451612903225,64.06451612903226,1011.8645161290324,0.5580645161290322,1182.3793575497668
2021-06,2182730,13.445000000000002,19.836666666666666,3.1866666666666665,62.13333333333333,1008.1200000000001,7.973333333333334,1243.291092579746
2021-07,2175411,16.996774193548386,16.241935483870968,3.854838709677419,58.83870967741935,1007.4387096774192,13.638709677419353,1232.088157284894
2021-08,2038534,17.024193548387093,17.493548387096773,2.464516129032258,55.61290322580645,1009.8387096774194,12.948387096774194,1037.753136351837
2021-09,1616184,9.936666666666666,16.87666666666667,2.9733333333333336,59.166666666666664,1015.2066666666667,5.3133333333333335,737.1805120403993
2021-10,1379053,3.6370967741935485,16.164516129032258,1.0161290322580645,43.483870967741936,1024.0870967741935,-2.951612903225806,482.5918177877112
2021-11,600460,-3.375,17.60666666666667,0.9233333333333336,74.76666666666667,1023.0666666666665,-9.52,272.583887755293
2021-12,292182,-9.604838709677422,17.05483870967742,0.5516129032258065,72.25806451612904,1028.7774193548387,-15.893548387096773,201.25122013785463
2022-01,377325,-14.508064516129032,12.20967741935484,0.31612903225806455,67.74193548387096,1032.3354838709677,-18.825806451612905,246.43080492765012
2022-02,1018962,-13.719642857142857,14.196428571428571,0.35,68.60714285714286,1033.5642857142857,-19.12857142857143,368.55004361723803
2022-03,2044511,-4.7790322580645155,16.887096774193548,0.25483870967741934,57.16129032258065,1020.5290322580646,-13.883870967741935,664.235602240183
2022-04,2101536,3.386666666666667,18.600000000000005,0.8633333333333334,68.83333333333333,1019.2433333333335,-5.719999999999999,923.500705006791
2022-05,2719955,11.361290322580647,20.048387096774192,0.4193548387096774,54.38709677419355,1013.7483870967741,-0.0516129032258063,1182.3793575497668
2022-06,2459461,15.541666666666663,17.08,1.2333333333333334,69.6,1007.3033333333336,9.483333333333333,1243.291092579746
2022-07,2398070,17.051612903225802,19.177419354838708,2.729032258064516,71.58064516129032,1005.0774193548386,12.19032258064516,1232.088157284894
2022-08,2109337,15.591935483870968,15.835483870967742,2.2967741935483876,56.54838709677419,1010.3225806451613,9.883870967741935,1037.753136351837
2022-09,1666263,11.001666666666669,17.8,1.8399999999999999,70.66666666666667,1014.6466666666668,5.119999999999999,737.1805120403993
2022-10,1180779,2.17741935483871,15.94516129032258,1.0935483870967742,57.225806451612904,1025.8193548387096,-4.858064516129033,482.5918177877112
2022-11,641817,-4.87,17.330000000000002,0.8633333333333333,69.23333333333333,1024.04,-12.553333333333335,272.583887755293
2022-12,207730,-13.512903225806449,18.551612903225806,1.2774193548387094,83.0,1033.5387096774193,-18.077419354838707,201.25122013785463
2023-01,442746,-18.243548387096773,16.10322580645161,0.3161290322580645,66.6774193548387,1030.1806451612904,-23.11935483870968,246.43080492765012
2023-02,1114083,-11.108928571428569,15.678571428571429,0.24642857142857144,53.107142857142854,1031.1321428571428,-16.47142857142857,368.55004361723803
2023-03,1939743,-1.9951612903225808,19.461290322580645,0.5838709677419355,63.645161290322584,1020.6161290322581,-11.661290322580648,664.235602240183
